FOLDERYEAR,BusinessName,BusinessTradeName,BusinessType,BusinessSubType,Address,City,LocalArea,NumberofEmployees,FeePaid
24,Sunpick Enterprise Inc,TC Essential Oils,Retail Dealer,Other,1087 ROBSON ST,Vancouver,West End,4.0,292.0
24,Brilliant Board Ltd,Klean Sneaks,Retail Dealer,Clothing/Shoes,518 W PENDER ST,Vancouver,Downtown,2.0,292.0
24,1366428 BC Ltd,Pawtato Pet Supplies,Retail Dealer,Other,2227 KINGSWAY,Vancouver,Kensington-Cedar Cottage,1.0,250.0
24,Frondly Plants Ltd,Frondly Plants,Retail Dealer,Hardware/Garden Supplies,4439 W 10TH AV,Vancouver,West Point Grey,2.0,250.0
24,Ian Tan Gallery Inc,,Retail Dealer,Art Gallery,2655 GRANVILLE ST,Vancouver,Fairview,2.0,250.0
24,Diva Lingerie & Swimwear BC Inc,,Retail Dealer,Clothing/Shoes,2665 GRANVILLE ST,Vancouver,Fairview,3.0,250.0
24,Globalcoast Technology Inc,,Retail Dealer,Electronics,,Vancouver,Hastings-Sunrise,1.0,292.0
24,(Kathleen McDonagh),,Retail Dealer,Sports & Leisure Equipment,708 W 16TH AV,Vancouver,South Cambie,2.0,250.0
24,Mariposa Monarca Jewelry Inc,,Retail Dealer,Other,,Vancouver,West End,1.0,250.0
24,Untitled Consulting Inc,,Retail Dealer,Furnishings,102 Unit 1633 W 2ND AV,Vancouver,Fairview,3.0,292.0
24,Better Home Decoration and Gift Ltd,,Retail Dealer,Gifts/Novelties,5721 MAIN ST,Vancouver,Sunset,3.0,250.0
24,Thi Hong Thanh Nguyen (Thi Nguyen),Nata K Boutique,Retail Dealer,Other,,Vancouver,Renfrew-Collingwood,1.0,292.0
24,(Harj Sanghera),First Born Childrens Clothing,Retail Dealer,Clothing/Shoes,,Vancouver,Kensington-Cedar Cottage,1.0,292.0
24,1264201 BC Ltd,4Twenty Cannabis,Retail Dealer,Cannabis,1747 NANAIMO ST,Vancouver,Grandview-Woodland,7.0,5300.0
24,Bones Pet Stores Inc,Bones Pet Stores Inc.,Retail Dealer,Other,2501 W BROADWAY,Vancouver,Kitsilano,5.0,250.0
24,589056 Alberta Ltd,Novelle Bridal Shop,Retail Dealer,Clothing/Shoes,240 Unit 1650 W 2ND AV,Vancouver,Fairview,2.0,250.0
24,Ka Lok Yeung,Parts Pro,Retail Dealer,Other,,Vancouver,Downtown,1.0,463.0
24,Diving Sports Canada Inc,Diving Sports,Retail Dealer,Other,4578 MAIN ST,Vancouver,Riley Park,5.0,250.0
24,HIS Canada Inc,,Retail Dealer,Other,1416 Unit 1030 W GEORGIA ST,Vancouver,West End,4.0,250.0
24,1186996 BC Ltd,Evergreen,Retail Dealer,Hardware/Garden Supplies,1772 RENFREW ST,Vancouver,Hastings-Sunrise,1.0,250.0
24,Surplus Sams Sales Inc,Surplus Sams,Retail Dealer,Furnishings,1360 SW MARINE DRIVE,Vancouver,Marpole,12.0,250.0
24,Mina Trading Ltd,The Raw Connoisseurs,Retail Dealer,Other,2521 GUELPH ST,Vancouver,Mount Pleasant,2.0,250.0
24,Mind at Large Medicinals Ltd,,Retail Dealer,Other,1020 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,3.0,250.0
24,Evorden Jewellery Ltd,,Retail Dealer,Other,601  318 HOMER ST,Vancouver,Downtown,6.0,250.0
24,384292 BC Ltd,Urban Barn,Retail Dealer,Furnishings,2935 GRANVILLE ST,Vancouver,Fairview,9.0,250.0
24,Specsavers,Specsavers,Retail Dealer,Other,716 W BROADWAY,Vancouver,Fairview,8.0,250.0
24,True Carnivores Raw Food Inc,Carnivores Kitchen,Retail Dealer,Other,1608 KINGSWAY,Vancouver,,5.0,292.0
24,Mila & Paige Clothing Corp,Mila + Paige Clothing Boutique,Retail Dealer,Clothing/Shoes,4213 MAIN ST,Vancouver,Riley Park,3.0,250.0
24,Surefoot Sports Inc,Surefoot,Retail Dealer,Other,1904 W 4TH AV,Vancouver,,5.0,250.0
24,Lift Cannabis Corp,Lift Cannabis,Retail Dealer,Cannabis,2983 RUPERT ST,Vancouver,Renfrew-Collingwood,3.0,5300.0
24,Coast to Coast Hockey Shop Inc,Coast to Coast Hockey Shop,Retail Dealer,Sports & Leisure Equipment,1685 KINGSWAY,Vancouver,Kensington-Cedar Cottage,2.0,250.0
24,Nova Wedding Group Inc,Luxx Nova Bridal,Retail Dealer,Clothing/Shoes,89 SMITHE ST,Vancouver,Downtown,2.0,250.0
24,Mercurial Clothing Ltd,Shop Mercurial,Retail Dealer,Other,218 E 28TH AV,Vancouver,Riley Park,1.0,250.0
24,Richemont Canada Inc,Delvaux,Retail Dealer,Other,799 ROBSON ST,Vancouver,Downtown,5.0,250.0
24,1268495 BC Ltd,Water Street Cannabis,Retail Dealer,Cannabis,348 WATER ST,Vancouver,Downtown,8.0,5300.0
24,1354930 BC Ltd,TURF,Retail Dealer,Clothing/Shoes,101 Unit 2041 W 4TH AV,Vancouver,Kitsilano,40.0,250.0
24,1046085 BC LTD,Reflex,Retail Dealer,Furnishings,377 Howe St,Vancouver,Downtown,2.0,250.0
24,Motrati Inc,,Retail Dealer,Clothing/Shoes,1510 W 11TH AV,Vancouver,Fairview,1.0,250.0
24,A1 Choice Imports Inc,,Retail Dealer,Hardware/Garden Supplies,6154 FRASER ST,Vancouver,Sunset,2.0,250.0
24,Artbuild Construction Ltd,Canadian Flooring And Renovations,Retail Dealer,Other,1903 W BROADWAY,Vancouver,Kitsilano,4.0,250.0
24,Canna Cabana Inc,Canna Cabana,Retail Dealer,Cannabis,1208 DAVIE ST,Vancouver,West End,8.0,5300.0
24,Electrovan Culture Limited,Studio XYZ,Retail Dealer,Other,329 CARRALL ST,Vancouver,,1.0,250.0
24,Kootenay Cannabis Ltd,Kootenay Cannabis,Retail Dealer,Cannabis,2076 KINGSWAY,Vancouver,Kensington-Cedar Cottage,6.0,5300.0
24,Arcannabis Enterprises (BC) Inc,Arcannabis Store,Retail Dealer,Cannabis,2267 KINGSWAY,Vancouver,Kensington-Cedar Cottage,4.0,5300.0
24,Lifestyle Channel Ltd,,Retail Dealer,Other,,Vancouver,Victoria-Fraserview,2.0,250.0
24,(Behzad Dehghan),Rayan MobileClinic,Retail Dealer,Electronics,101 Unit 540 SEYMOUR ST,Vancouver,Downtown,1.0,250.0
24,iGrow Investment Inc,Eminent Beauty System,Retail Dealer,Other,5312 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,2.0,250.0
24,From Another Ltd,,Retail Dealer,Clothing/Shoes,202 CARRALL ST,Vancouver,Downtown,3.0,292.0
24,DIRT SQUIRREL APPAREL INC.,Dirt Squirrel Co,Retail Dealer,Clothing/Shoes,,Vancouver,Kitsilano,1.0,250.0
24,Mcintyre Cresswell Design Group Inc,Serenity West,Retail Dealer,Clothing/Shoes,3057 GRANVILLE ST,Vancouver,Fairview,3.0,250.0
24,1372260 B.C. LTD.,,Retail Dealer,Other,3055 GRANVILLE STREET,Vancouver,Fairview,5.0,292.0
24,(Robyn Spencer),Beenstock,Retail Dealer,Other,,Vancouver,Kitsilano,1.0,250.0
24,Makes Cents Leasing & Wholesale Ltd,W Motorcars,Retail Dealer,Other,202 W BROADWAY,Vancouver,Mount Pleasant,4.0,250.0
24,FAST CELL REPAIR LTD.,Fast Cell Repair,Retail Dealer,Electronics,129 Unit 1610 ROBSON STREET,Vancouver,West End,1.0,250.0
24,Richmond Wholesale Florists Ltd,,Retail Dealer,Flowers,,Vancouver,Kensington-Cedar Cottage,1.0,250.0
24,Obsessions Retail Inc,Obsessions,Retail Dealer,Gifts/Novelties,101 Unit 595 HOWE ST,Vancouver,Downtown,6.0,250.0
24,East Van Book Partners Inc,Cross & Crows Books,Retail Dealer,Books/Stationary,2836 COMMERCIAL DRIVE,Vancouver,Kensington-Cedar Cottage,3.0,292.0
24,ARK TIRES CORP,OK Tire,Retail Dealer,Other,1006 SW MARINE DRIVE,Vancouver,Marpole,8.0,292.0
24,(Holly Nielsen-Heuver),Dirty Daisy Florals,Retail Dealer,Flowers,,Vancouver,Renfrew-Collingwood,1.0,250.0
24,Tokyo Beauty,Tokyo Beauty,Retail Dealer,Other,2266 W 41ST AV,Vancouver,Kerrisdale,3.0,250.0
24,Xiang Xiong Huang (Xiang Huang),Christina's Flower Shop,Retail Dealer,Flowers,5615 DUNBAR ST,Vancouver,Dunbar-Southlands,2.0,250.0
24,NELLA EQUIPMENT LTD.,Nella Equipment LTD,Retail Dealer,Other,8250 FRASER STREET,Vancouver,Sunset,14.0,250.0
24,LOVERA PET INC.,Lovera Pet Salon & Boutique,Retail Dealer,Other,705 SE MARINE DRIVE,Vancouver,,4.0,250.0
24,City Cannabis Co.,City Cannabis Co,Retail Dealer,Cannabis,4055 CAMBIE ST,Vancouver,South Cambie,10.0,5300.0
24,DOGGED PET LTD.,dogged,Retail Dealer,Other,,Vancouver,Grandview-Woodland,2.0,250.0
24,(Yuki Otsuka),snoweyuki,Retail Dealer,Other,,Vancouver,Kitsilano,1.0,250.0
24,INFINITE OPTICAL LTD.,,Retail Dealer,Other,5618 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,1.0,250.0
24,Prime Stationery Enterprises LTD,Mollie's Stationery,Retail Dealer,Books/Stationary,4327 W 10TH AV,Vancouver,West Point Grey,3.0,250.0
24,DR. H. P. REIS OPTOMETRIC CORPORATION,Integra Eyecare Centre,Retail Dealer,Other,2415 KINGSWAY,Vancouver,Renfrew-Collingwood,13.0,250.0
24,Keefer Apparel & Alteration Ltd,,Retail Dealer,Clothing/Shoes,100 Unit 180 KEEFER ST,Vancouver,Downtown,2.0,250.0
24,(Ke He),Helen's Flowers,Retail Dealer,Flowers,100 Unit 1792 RENFREW ST,Vancouver,Hastings-Sunrise,1.0,250.0
24,(Catherine Kan),Cate and Me,Retail Dealer,Other,,Vancouver,Renfrew-Collingwood,2.0,292.0
24,1423667 BC Ltd,Little Treasures Kids On The Go,Retail Dealer,Clothing/Shoes,200 Unit 1496 CARTWRIGHT ST,Vancouver,Fairview,3.0,250.0
24,SOS Children's Village British Columbia (Canada) Society,Houndstooth,Retail Dealer,Other,4166 MAIN ST,Vancouver,Riley Park,3.0,292.0
24,ELECTRIC ASSET INC.,,Retail Dealer,Electronics,,Vancouver,Downtown,1.0,542.0
24,EMBARKADERO FINE FOODS LTD.,City-Dog.ca Pet Services,Retail Dealer,Other,101 Unit 1200 HORNBY STREET,Vancouver,Downtown,7.0,250.0
24,INVOGUE TRADING LTD.,Infashion,Retail Dealer,Clothing/Shoes,3050 GRANVILLE ST,Vancouver,Fairview,6.0,250.0
24,Enterprises La Canadienne Inc /  La Canadienne Enterprises Inc,,Retail Dealer,Clothing/Shoes,779 BURRARD ST,Vancouver,West End,10.0,250.0
24,Robson Flowers Ltd,Robson Flowers,Retail Dealer,Flowers,511 HOWE ST,Vancouver,Downtown,2.0,250.0
24,Peaceful Park Inc,Eden,Retail Dealer,Cannabis,1674 DAVIE ST,Vancouver,West End,10.0,5300.0
24,Winners,Winners,Retail Dealer - Food,Other,491 W 8TH AV,Vancouver,Mount Pleasant,110.0,335.0
24,Ternice Web Service Ltd,Grandview Hwy Husky Market,Retail Dealer - Food,,2120 GRANDVIEW HWY SOUTH,Vancouver,Kensington-Cedar Cottage,8.0,408.0
24,"Toys ""R"" Us (Canada) Ltd","Toys ""R"" Us",Retail Dealer - Food,,1154 W Broadway,Vancouver,Fairview,15.0,665.0
24,Chevron,Killarney Chevron,Retail Dealer - Food,Convenience Store,2605 E 49TH AV,Vancouver,Victoria-Fraserview,12.0,335.0
24,Genesis Nutrition,,Retail Dealer - Food,Vitamins/Health Food,2570 MAIN ST,Vancouver,Mount Pleasant,3.0,1073.0
24,APCL Sales Ltd,,Retail Dealer - Food,Convenience Store,1317 E 12TH AV,Vancouver,Kensington-Cedar Cottage,5.0,379.0
24,Sunlight Farms Ltd,,Retail Dealer - Food,Produce,515A Unit 1689 JOHNSTON ST,Vancouver,Fairview,9.0,377.0
24,D&G Produce Company Ltd,City Avenue Market,Retail Dealer - Food,Produce,2279 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,35.0,377.0
24,Pharmasave,Pharmasave Health Centre # 080,Retail Dealer - Food,Pharmacy,5791 OAK ST,Vancouver,Oakridge,14.0,335.0
24,Dhaliwal Sweets Ltd,,Retail Dealer - Food,,6555 FRASER ST,Vancouver,Sunset,5.0,377.0
24,East Seafoods Ltd,Fraser Seafood,Retail Dealer - Food,Butcher/Seafood,6252 FRASER ST,Vancouver,Sunset,2.0,335.0
24,Pacific Care Pharmacy Ltd,Pacific Care Pharmacy,Retail Dealer - Food,Small Pharmacy,2651 KINGSWAY,Vancouver,Renfrew-Collingwood,3.0,335.0
24,680955 BC Ltd,Downtown Pharmacy,Retail Dealer - Food,Pharmacy,348 POWELL ST,Vancouver,Strathcona,1.0,335.0
24,Y Youngs Medicine Mart Inc,YYoung Medicine Mart,Retail Dealer - Food,Pharmacy,5570 CAMBIE ST,Vancouver,Riley Park,5.0,335.0
24,0629515 BC Ltd,Fruiticana #16,Retail Dealer - Food,Produce,6257 FRASER ST,Vancouver,Sunset,15.0,335.0
24,Dollar Tree Stores Canada Inc,Dollar Giant,Retail Dealer - Food,Other,2606 COMMERCIAL DRIVE,Vancouver,Kensington-Cedar Cottage,15.0,377.0
24,Aero Trading Co Ltd,,Retail Dealer - Food,,8558 Fraser St,Vancouver,Sunset,110.0,335.0
24,The Boss Bakery & Restaurant Ltd,,Retail Dealer - Food,Bakery,532 Main St,Vancouver,Strathcona,9.0,377.0
24,Garin Management Ltd,Macdonald's Prescriptions #3,Retail Dealer - Food,Pharmacy,2188 W BROADWAY,Vancouver,Kitsilano,9.0,335.0
24,Kerrisdale Pharmacy (1981) Ltd,Kerrisdale Medicine Centre Pharmacy,Retail Dealer - Food,Small Pharmacy,5591 WEST BOULEVARD,Vancouver,Arbutus-Ridge,22.0,335.0
24,Maxim's Bakery Ltd,,Retail Dealer - Food,Bakery,257 Keefer St,Vancouver,Strathcona,11.0,377.0
24,Renzullo Food Market Ltd,,Retail Dealer - Food,Pharmacy,1370 Nanaimo St,Vancouver,Hastings-Sunrise,8.0,377.0
24,Angelo W Tosi (Angelo Tosi),Tosi & Company,Retail Dealer - Food,,624 Main St,Vancouver,Strathcona,3.0,335.0
24,Windsor Packing Co Ltd,,Retail Dealer - Food,,4110 MAIN ST,Vancouver,Riley Park,6.0,335.0
24,Rolando Zalaleta (Rolando Zalaleta),Los Guerreros,Retail Dealer - Food,,102 Unit 3317 Kingsway,Vancouver,Renfrew-Collingwood,2.0,335.0
24,Yu-Ho Chuang & Chi-Chi Huang,Taipei Dim Sum Food,Retail Dealer - Food,,7109 Victoria Dr,Vancouver,Victoria-Fraserview,2.0,335.0
24,In Young Trading Ltd,Sakuraya Supermarket,Retail Dealer - Food,Other,517 E BROADWAY,Vancouver,Mount Pleasant,10.0,335.0
24,HF & H Enterprises Ltd,Healthside Pharmacy,Retail Dealer - Food,Small Pharmacy,5448 Victoria Drive,Vancouver,Kensington-Cedar Cottage,5.0,335.0
24,Omnicare Pharmacy Ltd,,Retail Dealer - Food,Pharmacy,130 Unit 1 E Cordova St,Vancouver,Downtown,7.0,335.0
24,Top Ten Produce (2001) Ltd,Top Ten Produce,Retail Dealer - Food,Produce,4536 W 10th Av,Vancouver,West Point Grey,5.0,335.0
24,635408 BC Ltd,Main Convenience Store,Retail Dealer - Food,Convenience Store,2535 Main St,Vancouver,Riley Park,2.0,335.0
24,517773 BC Ltd,Gar-Lock Seafoods (1996),Retail Dealer - Food,Butcher/Seafood,252 E GEORGIA ST,Vancouver,Strathcona,9.0,335.0
24,633644 BC Limited,Saigon Pharmacy,Retail Dealer - Food,Pharmacy,1080 Kingsway,Vancouver,Kensington-Cedar Cottage,2.0,335.0
24,Tsuen Shing Hong Enterprises Inc,,Retail Dealer - Food,Vitamins/Health Food,530 Main St,Vancouver,Strathcona,2.0,335.0
24,Guo Q Ru (Guo Ru),Best Dim Sum Co,Retail Dealer - Food,,217 Unit 2800 E 1st Av,Vancouver,Hastings-Sunrise,2.0,335.0
24,(Eduardo Marayag),Real Liquidation Store,Retail Dealer - Food,Other,3287 Kingsway,Vancouver,Renfrew-Collingwood,5.0,335.0
24,Treasure-Green Tea Co Ltd,,Retail Dealer - Food,Other,227 E Georgia St,Vancouver,Strathcona,4.0,335.0
24,(Nashir Dhanani),City Stop,Retail Dealer - Food,Convenience Store,185 TERMINAL AV,Vancouver,Downtown,1.0,335.0
24,Money Foods Enterprises Ltd,,Retail Dealer - Food,Other,595 GORE AV,Vancouver,Strathcona,7.0,335.0
24,Guo Hua Enterprises Ltd,,Retail Dealer - Food,,512 MAIN ST,Vancouver,Strathcona,3.0,335.0
24,Aria Ventures Ltd,Aria Market,Retail Dealer - Food,Convenience Store,837 BIDWELL ST,Vancouver,West End,14.0,335.0
24,0731973 BC Ltd,Kay Market,Retail Dealer - Food,Produce,5169 JOYCE ST,Vancouver,Renfrew-Collingwood,11.0,335.0
24,Kripps Pharmacy 1979 Ltd,Kripps HealthCare RX,Retail Dealer - Food,Small Pharmacy,5413 WEST BOULEVARD,Vancouver,Arbutus-Ridge,6.0,335.0
24,(Bokyeon Cho),Lotte Shopping Centre,Retail Dealer - Food,,1089 KINGSWAY,Vancouver,Kensington-Cedar Cottage,3.0,335.0
24,Chevron,Kwik Stop Chevron-Town Pantry,Retail Dealer - Food,Convenience Store,3250 MACDONALD ST,Vancouver,Arbutus-Ridge,8.0,335.0
24,Kang Bao Enterprises Ltd,New Triple A Market,Retail Dealer - Food,Produce,1626 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,5.0,335.0
24,Pakasia Enterprises Ltd,C & T Food Market,Retail Dealer - Food,Convenience Store,2301 KINGSWAY,Vancouver,Renfrew-Collingwood,2.0,408.0
24,Ming Fei Enterprises Ltd,Tin Lee Supermarket,Retail Dealer - Food,Convenience Store,260 E GEORGIA ST,Vancouver,Strathcona,7.0,335.0
24,BLW Enterprise Ltd,Nanaimo Pharmacy,Retail Dealer - Food,Small Pharmacy,1299 NANAIMO ST,Vancouver,Grandview-Woodland,5.0,335.0
24,Jin Hei Jang (Jin Jang),Oscar Smoke Shop,Retail Dealer - Food,,951 HORNBY ST,Vancouver,Downtown,1.0,335.0
24,Khwaja Convenience Store Ltd,,Retail Dealer - Food,Convenience Store,702 E HASTINGS ST,Vancouver,Strathcona,3.0,335.0
24,J N & Z Deli Incorporated,,Retail Dealer - Food,,1729 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,8.0,335.0
24,940 Denman Market Ltd,Denman Market,Retail Dealer - Food,Convenience Store,940 DENMAN ST,Vancouver,West End,3.0,335.0
24,Cheng Fa Hang Trading Ltd,,Retail Dealer - Food,Other,5807 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,3.0,377.0
24,Shoppers Drug Mart,Shoppers Drug Mart #2249,Retail Dealer - Food,Pharmacy,1517 COMMERCIAL DRIVE,Vancouver,Grandview-Woodland,5.0,335.0
24,Macdonald's Prescriptions Ltd,,Retail Dealer - Food,Pharmacy,746 W BROADWAY,Vancouver,Fairview,13.0,335.0
24,King International Trading Corporation,Heaven Mini Mart,Retail Dealer - Food,Convenience Store,2497 NANAIMO ST,Vancouver,Grandview-Woodland,1.0,481.0
24,Petro Canada,Petro Canada,Retail Dealer - Food,Other,8072 GRANVILLE ST,Vancouver,Marpole,6.0,335.0
24,Jian En Huang (Jian Huang),Wayne Grocery,Retail Dealer - Food,Convenience Store,898 KEEFER ST,Vancouver,Strathcona,2.0,335.0
24,South China Seas Trading Co Limited,,Retail Dealer - Food,,545 Unit 1689 JOHNSTON ST,Vancouver,Fairview,6.0,377.0
24,K H R Seafood City Ltd,Seafood City,Retail Dealer - Food,Butcher/Seafood,520 Unit 1689 JOHNSTON ST,Vancouver,Fairview,10.0,335.0
24,0692487 BC Ltd,Marks' Marine Pharmacy,Retail Dealer - Food,Pharmacy,239 SE MARINE DRIVE,Vancouver,Sunset,39.0,335.0
24,Le Marche St George Inc,,Retail Dealer - Food,Convenience Store,4393 ST. GEORGE ST,Vancouver,Riley Park,8.0,335.0
24,Beyond Bread Ltd,Beyond Bread Artisan Bakery,Retail Dealer - Food,Bakery,3686 W 4TH AV,Vancouver,Kitsilano,18.0,335.0
24,(Peter Dolanjski),Zagreb Imports,Retail Dealer - Food,Other,2152 E HASTINGS ST,Vancouver,Grandview-Woodland,1.0,335.0
24,Sonia Strobel & Shaun Strobel,Skipper Otto's Community Supported Fishery,Retail Dealer - Food,Butcher/Seafood,202 Unit 1965 W 4TH AV,Vancouver,Kitsilano,18.0,335.0
24,12 Baskets Trading Co Ltd,12 Baskets Nutrition & Health,Retail Dealer - Food,Vitamins/Health Food,5405 WEST BOULEVARD,Vancouver,Arbutus-Ridge,2.0,335.0
24,Yim Wa Kwong (Yim Kwong),William's Grocery,Retail Dealer - Food,Convenience Store,959 E 35TH AV,Vancouver,Kensington-Cedar Cottage,1.0,335.0
24,Life Gardens Drug Store Inc,LG Pharmacy,Retail Dealer - Food,Small Pharmacy,1519 ROBSON ST,Vancouver,West End,3.0,377.0
24,Hak Joo Kim & Kum Ja Chae,J & J Market,Retail Dealer - Food,Convenience Store,1319 ROBSON ST,Vancouver,West End,1.0,408.0
24,Granville & Broadway Trading Ltd,Haze Smoke & Vape Shop,Retail Dealer - Food,Convenience Store,2440 GRANVILLE ST,Vancouver,Fairview,5.0,335.0
24,Dollarama,Dollarama,Retail Dealer - Food,Other,2201 KINGSWAY,Vancouver,Kensington-Cedar Cottage,25.0,335.0
24,Trendybucks Trading Ltd,,Retail Dealer - Food,Other,4101 MAIN ST,Vancouver,Riley Park,2.0,733.0
24,0915512 BC Ltd,First Avenue Meat Shop,Retail Dealer - Food,Other,215 Unit 2800 E 1ST AV,Vancouver,Hastings-Sunrise,1.0,335.0
24,JL & ME Investments Inc,Edible Arrangements,Retail Dealer - Food,Other,2779 ARBUTUS ST,Vancouver,Kitsilano,4.0,335.0
24,Charmen Enterprises Ltd,Laurel Prescriptions,Retail Dealer - Food,Pharmacy,102 Unit 888 W 8TH AV,Vancouver,Fairview,4.0,335.0
24,0930692 BC Ltd,Kingsgate Smoke Shop,Retail Dealer - Food,Convenience Store,124 Unit 370 E BROADWAY,Vancouver,Mount Pleasant,4.0,335.0
24,Shoppers Drug Mart,Shoppers Drug Mart #2294,Retail Dealer - Food,Pharmacy,2748 E HASTINGS ST,Vancouver,Hastings-Sunrise,50.0,335.0
24,0919160 BC Ltd,Coal Harbour Pharmacy,Retail Dealer - Food,Small Pharmacy,622 BUTE ST,Vancouver,Downtown,8.0,377.0
24,London Drugs,London Drugs #82,Retail Dealer - Food,Other,1622 SALT ST,Vancouver,Mount Pleasant,75.0,335.0
24,Pharmasave,Pharmasave #1101,Retail Dealer - Food,Pharmacy,U400 Unit 1055 DUNSMUIR ST,Vancouver,Downtown,5.0,335.0
24,Shazad Mahmood Dar (Shazad Dar),Dar Foods,Retail Dealer - Food,Convenience Store,399 POWELL ST,Vancouver,Strathcona,3.0,335.0
24,680418 BC Ltd,Sher's Stationary 2000,Retail Dealer - Food,,3552 W 41ST AV,Vancouver,Dunbar-Southlands,1.0,335.0
24,Finch's Teahouse Inc,Finch's Market,Retail Dealer - Food,Other,501 E GEORGIA ST,Vancouver,Strathcona,8.0,377.0
24,Westwood Pharmacy Limited,Shopper's Drug Mart #232,Retail Dealer - Food,Pharmacy,2303 W 41ST AV,Vancouver,Arbutus-Ridge,50.0,335.0
24,Davids Tea Inc,Davids Tea,Retail Dealer - Food,Other,D038D Unit 701 W GEORGIA ST,Vancouver,Downtown,15.0,335.0
24,Shoppers Drug Mart,Shoppers Drug Mart #2279,Retail Dealer - Food,Pharmacy,2730 OAK ST,Vancouver,Fairview,15.0,335.0
24,Shoppers Drug Mart,Shoppers Drug Mart #2289,Retail Dealer - Food,Pharmacy,2330 KINGSWAY,Vancouver,Renfrew-Collingwood,40.0,335.0
24,Gold Mountain Home & Party Ltd,,Retail Dealer - Food,Other,3371 KINGSWAY,Vancouver,Renfrew-Collingwood,2.0,377.0
24,Shoppers Drug Mart,Shoppers Drug Mart #2234,Retail Dealer - Food,Pharmacy,3277 CAMBIE ST,Vancouver,South Cambie,50.0,335.0
24,Urban Choice Market Ltd,,Retail Dealer - Food,Convenience Store,732 DAVIE ST,Vancouver,Downtown,7.0,408.0
24,Jeong Mi Kim (Jeong Kim),Terrace Smoke Shop,Retail Dealer - Food,Convenience Store,863 HORNBY ST,Vancouver,Downtown,1.0,335.0
24,Stanley Park Operations Ltd,Prospect Point Trading,Retail Dealer - Food,Other,5601 STANLEY PARK DRIVE,Vancouver,West End,10.0,335.0
24,Parksway Enterprises Limited,Home N Art Plus,Retail Dealer - Food,Other,1716 CHARLES ST,Vancouver,Grandview-Woodland,4.0,335.0
24,WWW Food Ltd,,Retail Dealer - Food,Butcher/Seafood,5087 VICTORIA DRIVE,Vancouver,Kensington-Cedar Cottage,5.0,377.0
24,777 West Cordova Holdings Ltd,International News,Retail Dealer - Food,Convenience Store,777 W CORDOVA ST,Vancouver,Downtown,2.0,408.0
24,Petro Canada,Vic Drive Petro Canada,Retail Dealer - Food,,6502 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,6.0,335.0
24,Pure Integrative Pharmacy,Pure Integrative Pharmacy #18,Retail Dealer - Food,Small Pharmacy,3750 OAK ST,Vancouver,South Cambie,8.0,335.0
24,Queens Apothecary Ltd,Queens Apothecary,Retail Dealer - Food,Small Pharmacy,2235 KINGSWAY,Vancouver,Kensington-Cedar Cottage,2.0,335.0
24,Everwell Pharmacy Ltd,Everwell Pharmacy,Retail Dealer - Food,Small Pharmacy,8179 GRANVILLE ST,Vancouver,Marpole,8.0,335.0
24,1038521 BC Ltd,Sunny Market,Retail Dealer - Food,Produce,7477 VICTORIA DRIVE,Vancouver,Victoria-Fraserview,2.0,335.0
24,Pier Health Resource Centre Ltd,Pier Health Resource Centre,Retail Dealer - Food,Small Pharmacy,223 MAIN ST,Vancouver,Downtown,15.0,335.0
24,598 Enterprises Ltd,Amy's Loonie Toonie Town,Retail Dealer - Food,Other,Main Floor 2582 W BROADWAY,Vancouver,Kitsilano,4.0,335.0
24,1047087 BC Ltd,You're Dollar Store With More,Retail Dealer - Food,Other,2979 W BROADWAY,Vancouver,Kitsilano,12.0,335.0
24,1055430 BC Ltd,Your Local Convenience Store,Retail Dealer - Food,Convenience Store,623 ABBOTT ST,Vancouver,Downtown,2.0,335.0
24,Shoppers Drug Mart,Shoppers Drug Mart 2227,Retail Dealer - Food,Pharmacy,432 SW MARINE DRIVE,Vancouver,Marpole,30.0,335.0
24,Polo Farmers Market Ltd,,Retail Dealer - Food,Produce,6475 FRASER ST,Vancouver,Sunset,6.0,377.0
24,Wellness Pharmacy,Wellness Pharmacy,Retail Dealer - Food,Small Pharmacy,420 ABBOTT ST,Vancouver,Downtown,9.0,335.0
24,Velondi Inc,The Candy Room,Retail Dealer - Food,Confections,1218 ROBSON ST,Vancouver,West End,3.0,335.0
24,579467 BC Ltd,Marine Drive Town Pantry,Retail Dealer - Food,Convenience Store,196 SE MARINE DRIVE,Vancouver,Sunset,15.0,408.0
24,Chevron,Chevron Town Pantry,Retail Dealer - Food,Convenience Store,1720 RUPERT ST,Vancouver,Hastings-Sunrise,10.0,408.0
24,Pharmasave,Broadway Pharmasave #73,Retail Dealer - Food,Small Pharmacy,101 Unit 2025 W BROADWAY,Vancouver,Kitsilano,4.0,335.0
24,Fanny Bay Oyster Bar Inc,,Retail Dealer - Food,Butcher/Seafood,762 CAMBIE ST,Vancouver,Downtown,6.0,335.0
